序號,說明,會計科目,項目,傳票,金額,當期日,月份,借/貸,發票,核對,紙本,電子,金融資產,銀行
1889,4月份薪資,2191,6,WF20200430001,34800,2020/4/30 上午 12:00:00,4,2,,,,,,
1950,SBIR遠距審查證明文件寄送,6134,1,WF20200430002,36,2020/4/30 上午 12:00:00,4,1,,,,,,
1951,SBIR遠距審查證明文件寄送,1113,2,WF20200430002,36,2020/4/30 上午 12:00:00,4,2,,,,,,
2040,5月份office,6112,1,WF20200501001,500,2020/5/1 上午 12:00:00,5,1,,,,,,
2041,5月份office,1262,2,WF20200501001,500,2020/5/1 上午 12:00:00,5,2,,,,,,
2042,5月份預付投資、最新消息媒體費,6134,1,WF20200501002,510,2020/5/1 上午 12:00:00,5,1,,,,,,
2043,5月份預付投資、最新消息媒體費,1262,2,WF20200501002,510,2020/5/1 上午 12:00:00,5,2,,,,,,
2047,5月份office365,6112,1,WF20200502001,285,2020/5/2 上午 12:00:00,5,1,,V,,,,
2048,5月份office365,6123,2,WF20200502001,14,2020/5/2 上午 12:00:00,5,1,,V,,,,
2049,5月份office365,1113,3,WF20200502001,299,2020/5/2 上午 12:00:00,5,2,,V,,,,
2111,109年6-9月主管辦公預付租金,1262,1,WF20200502002,2000,2020/5/2 上午 12:00:00,5,1,,,,,,
2112,109年6-9月主管辦公預付租金,1113,2,WF20200502002,2000,2020/5/2 上午 12:00:00,5,2,,,,,,
2115,加油,6114,1,WF20200503001,81,2020/5/3 上午 12:00:00,5,1,,,,,,
2116,加油,6123,2,WF20200503001,4,2020/5/3 上午 12:00:00,5,1,,,,,,
2117,加油,1113,3,WF20200503001,85,2020/5/3 上午 12:00:00,5,2,,,,,,
2065,透過損益按公允價值衡量之金融資產,1121,1,WF20200504001,35270,2020/5/4 上午 12:00:00,5,1,,,,,V,
2066,透過損益按公允價值衡量之金融資產,7243,2,WF20200504001,80,2020/5/4 上午 12:00:00,5,1,,,,,V,
2067,透過損益按公允價值衡量之金融資產,1113,3,WF20200504001,35350,2020/5/4 上午 12:00:00,5,2,,,,,V,
2107,4月份業務支出,6111,1,WF20200504002,655,2020/5/4 上午 12:00:00,5,1,,V,,,,
2108,4月份業務支出,6123,2,WF20200504002,33,2020/5/4 上午 12:00:00,5,1,,V,,,,
2109,4月份業務支出,1261,3,WF20200504002,655,2020/5/4 上午 12:00:00,5,2,,V,,,,
2110,4月份業務支出,1113,4,WF20200504002,33,2020/5/4 上午 12:00:00,5,2,,V,,,,
2068,透過損益按公允價值衡量之金融資產,1121,1,WF20200505001,38490,2020/5/5 上午 12:00:00,5,1,,,,,V,
2069,透過損益按公允價值衡量之金融資產,7243,2,WF20200505001,65,2020/5/5 上午 12:00:00,5,1,,,,,V,
2070,透過損益按公允價值衡量之金融資產,1113,3,WF20200505001,38555,2020/5/5 上午 12:00:00,5,2,,,,,V,
2071,透過損益按公允價值衡量之金融資產,1121,1,WF20200505002,6340,2020/5/5 上午 12:00:00,5,1,,,,,V,
2072,透過損益按公允價值衡量之金融資產,7243,2,WF20200505002,20,2020/5/5 上午 12:00:00,5,1,,,,,V,
2073,透過損益按公允價值衡量之金融資產,1113,3,WF20200505002,6360,2020/5/5 上午 12:00:00,5,2,,,,,V,
2086,透過損益按公允價值衡量之金融資產,1113,1,WF20200505003,46330,2020/5/5 上午 12:00:00,5,1,,,,,V,
2087,透過損益按公允價值衡量之金融資產,7243,2,WF20200505003,72,2020/5/5 上午 12:00:00,5,1,,,,,V,
2088,透過損益按公允價值衡量之金融資產,6123,3,WF20200505003,138,2020/5/5 上午 12:00:00,5,1,,,,,V,
2091,透過損益按公允價值衡量之金融資產,1122,4,WF20200505003,714,2020/5/5 上午 12:00:00,5,1,,,,,V,
2089,透過損益按公允價值衡量之金融資產,1121,5,WF20200505003,46330,2020/5/5 上午 12:00:00,5,2,,,,,V,
2090,透過損益按公允價值衡量之金融資產,7161,6,WF20200505003,924,2020/5/5 上午 12:00:00,5,2,,,,,V,
2044,5月份郵電費,6116,1,WF20200505004,641,2020/5/5 上午 12:00:00,5,1,,v,,,,
2045,5月份郵電費,6123,2,WF20200505004,32,2020/5/5 上午 12:00:00,5,1,,v,,,,
2046,5月份郵電費,1113,3,WF20200505004,673,2020/5/5 上午 12:00:00,5,2,,v,,,,
2105,員工3.4月，中華電信業務支出，轉換遠傳後一次支付,6123,1,WF20200505005,32,2020/5/5 上午 12:00:00,5,1,,V,,,,
2106,員工3.4月，中華電信業務支出，轉換遠傳後一次支付,6111,2,WF20200505005,639,2020/5/5 上午 12:00:00,5,1,,V,,,,
2104,員工3.4月，中華電信業務支出，轉換遠傳後一次支付,1113,3,WF20200505005,671,2020/5/5 上午 12:00:00,5,2,,V,,,,
2113,109年5-7月投資及商媒支付,1262,1,WF20200505006,1530,2020/5/5 上午 12:00:00,5,1,,,,,,
2114,109年5-7月投資及商媒支付,1113,2,WF20200505006,1530,2020/5/5 上午 12:00:00,5,2,,,,,,
2124,業主增資,1113,1,WF20200505007,20000,2020/5/5 上午 12:00:00,5,1,,,,,,
2125,業主增資,3113,2,WF20200505007,20000,2020/5/5 上午 12:00:00,5,2,,,,,,
2056,5月份薪資支出,2171,1,WF20200510001,2474,2020/5/10 上午 12:00:00,5,1,,,,,,
2057,5月份薪資支出,2191,2,WF20200510001,34800,2020/5/10 上午 12:00:00,5,1,,,,,,
2058,5月份薪資支出,1113,3,WF20200510001,37274,2020/5/10 上午 12:00:00,5,2,,,,,,
2059,5月份勞健保支出,6111,1,WF20200510002,2328,2020/5/10 上午 12:00:00,5,1,,,,,,
2060,5月份勞健保支出,1281,2,WF20200510002,2328,2020/5/10 上午 12:00:00,5,2,,,,,,
2074,透過損益按公允價值衡量之金融資產,6123,1,WF20200511001,27,2020/5/11 上午 12:00:00,5,1,,,,,V,
2075,透過損益按公允價值衡量之金融資產,7243,2,WF20200511001,20,2020/5/11 上午 12:00:00,5,1,,,,,V,
2076,透過損益按公允價值衡量之金融資產,1113,3,WF20200511001,9003,2020/5/11 上午 12:00:00,5,1,,,,,V,
2079,透過損益按公允價值衡量之金融資產,1122,4,WF20200511001,136,2020/5/11 上午 12:00:00,5,1,,,,,V,
2077,透過損益按公允價值衡量之金融資產,1121,5,WF20200511001,9003,2020/5/11 上午 12:00:00,5,2,,,,,V,
2078,透過損益按公允價值衡量之金融資產,7161,6,WF20200511001,183,2020/5/11 上午 12:00:00,5,2,,,,,V,
2126,業主增資,1113,1,WF20200511002,22000,2020/5/11 上午 12:00:00,5,1,,,,,,
2127,業主增資,3113,2,WF20200511002,22000,2020/5/11 上午 12:00:00,5,2,,,,,,
2080,透過損益按公允價值衡量之金融資產,6123,1,WF20200513001,20,2020/5/13 上午 12:00:00,5,1,,,,,V,
2081,透過損益按公允價值衡量之金融資產,7243,2,WF20200513001,19,2020/5/13 上午 12:00:00,5,1,,,,,V,
2082,透過損益按公允價值衡量之金融資產,1113,3,WF20200513001,6351,2020/5/13 上午 12:00:00,5,1,,,,,V,
2084,透過損益按公允價值衡量之金融資產,7162,4,WF20200513001,9,2020/5/13 上午 12:00:00,5,1,,,,,V,
2083,透過損益按公允價值衡量之金融資產,1121,5,WF20200513001,6351,2020/5/13 上午 12:00:00,5,2,,,,,V,
2085,透過損益按公允價值衡量之金融資產,1122,6,WF20200513001,48,2020/5/13 上午 12:00:00,5,2,,,,,V,
2128,0513手續費收入,1113,1,WF20200513002,209,2020/5/13 上午 12:00:00,5,1,,,,,,
2129,0513手續費收入,7243,2,WF20200513002,209,2020/5/13 上午 12:00:00,5,2,,,,,,
2098,透過損益按公允價值衡量之金融資產,1121,1,WF20200520001,20703,2020/5/20 上午 12:00:00,5,1,,,,,V,
2099,透過損益按公允價值衡量之金融資產,7243,2,WF20200520001,29,2020/5/20 上午 12:00:00,5,1,,,,,V,
2100,透過損益按公允價值衡量之金融資產,1113,3,WF20200520001,20732,2020/5/20 上午 12:00:00,5,2,,,,,V,
2092,透過損益按公允價值衡量之金融資產,1113,1,WF20200521001,75082,2020/5/21 上午 12:00:00,5,1,,,,,V,
2093,透過損益按公允價值衡量之金融資產,7243,2,WF20200521001,107,2020/5/21 上午 12:00:00,5,1,,,,,V,
2094,透過損益按公允價值衡量之金融資產,6123,3,WF20200521001,161,2020/5/21 上午 12:00:00,5,1,,,,,V,
2097,透過損益按公允價值衡量之金融資產,1122,4,WF20200521001,660,2020/5/21 上午 12:00:00,5,1,,,,,V,
2095,透過損益按公允價值衡量之金融資產,1121,5,WF20200521001,75082,2020/5/21 上午 12:00:00,5,2,,,,,V,
2096,透過損益按公允價值衡量之金融資產,7161,6,WF20200521001,928,2020/5/21 上午 12:00:00,5,2,,,,,V,
2101,透過損益按公允價值衡量之金融資產,1121,1,WF20200521002,41900,2020/5/21 上午 12:00:00,5,1,,,,,V,
2102,透過損益按公允價值衡量之金融資產,7243,2,WF20200521002,59,2020/5/21 上午 12:00:00,5,1,,,,,V,
2103,透過損益按公允價值衡量之金融資產,1113,3,WF20200521002,41959,2020/5/21 上午 12:00:00,5,2,,,,,V,
2130,業主取回現金作使用,3113,1,WF20200522001,3800,2020/5/22 上午 12:00:00,5,1,,,,,,
2131,業主取回現金作使用,1113,2,WF20200522001,3800,2020/5/22 上午 12:00:00,5,2,,,,,,
2118,加油,6114,1,WF20200523001,87,2020/5/23 上午 12:00:00,5,1,,,,,,
2119,加油,6123,2,WF20200523001,4,2020/5/23 上午 12:00:00,5,1,,,,,,
2120,加油,1113,3,WF20200523001,91,2020/5/23 上午 12:00:00,5,2,,,,,,
2061,5月份業務支出,6111,1,WF20200529001,747,2020/5/29 上午 12:00:00,5,1,,v,,,,
2062,5月份業務支出,6123,2,WF20200529001,37,2020/5/29 上午 12:00:00,5,1,,v,,,,
2063,5月份業務支出,1113,3,WF20200529001,37,2020/5/29 上午 12:00:00,5,2,,v,,,,
2064,5月份業務支出,1261,4,WF20200529001,747,2020/5/29 上午 12:00:00,5,2,,v,,,,
2050,5月份薪資,6111,1,WF20200531001,31086,2020/5/31 上午 12:00:00,5,1,,,,,,
2051,5月份勞健保,1281,2,WF20200531001,2328,2020/5/31 上午 12:00:00,5,1,,,,,,
2052,5月份保險費,6120,3,WF20200531001,2474,2020/5/31 上午 12:00:00,5,1,,,,,,
2053,5月份業務支出,1261,4,WF20200531001,747,2020/5/31 上午 12:00:00,5,1,,,,,,
2054,5月份薪資,2171,5,WF20200531001,2474,2020/5/31 上午 12:00:00,5,2,,,,,,
2055,5月份薪資,2191,6,WF20200531001,34161,2020/5/31 上午 12:00:00,5,2,,,,,,
2121,加油,6114,1,WF20200531002,96,2020/5/31 上午 12:00:00,5,1,,,,,,
2122,加油,6123,2,WF20200531002,5,2020/5/31 上午 12:00:00,5,1,,,,,,
2123,加油,1113,3,WF20200531002,101,2020/5/31 上午 12:00:00,5,2,,,,,,
2132,6月份office,6112,1,WF20200601001,500,2020/6/1 上午 12:00:00,6,1,,,,,,
2133,6月份office,1262,2,WF20200601001,500,2020/6/1 上午 12:00:00,6,2,,,,,,
2134,6月份預付投資、最新消息媒體費,6134,1,WF20200601002,510,2020/6/1 上午 12:00:00,6,1,,,,,,
2135,6月份預付投資、最新消息媒體費,1262,2,WF20200601002,510,2020/6/1 上午 12:00:00,6,2,,,,,,
2165,1090512--油單,6114,1,WF20200601003,84,2020/6/1 上午 12:00:00,6,1,,v,,,,
2166,1090512--油單,6123,2,WF20200601003,4,2020/6/1 上午 12:00:00,6,1,,v,,,,
2167,1090512--油單,1113,3,WF20200601003,88,2020/6/1 上午 12:00:00,6,2,,v,,,,
2171,1090412--油單,6114,1,WF20200601004,86,2020/6/1 上午 12:00:00,6,1,,v,,,,
2172,1090412--油單,6123,2,WF20200601004,4,2020/6/1 上午 12:00:00,6,1,,v,,,,
2173,1090412--油單,1113,3,WF20200601004,90,2020/6/1 上午 12:00:00,6,2,,v,,,,
2168,1090429--停車費--署桃醫學人員開會,6114,1,WF20200601005,19,2020/6/1 上午 12:00:00,6,1,,v,,,,
2169,1090429--停車費--署桃醫學人員開會,6123,2,WF20200601005,1,2020/6/1 上午 12:00:00,6,1,,v,,,,
2170,1090429--停車費--署桃醫學人員開會,1113,3,WF20200601005,20,2020/6/1 上午 12:00:00,6,2,,v,,,,
2174,透過損益按公允價值衡量之金融資產,1113,1,WF20200602001,6282,2020/6/2 上午 12:00:00,6,1,,,,,v,
2175,透過損益按公允價值衡量之金融資產,7243,2,WF20200602001,20,2020/6/2 上午 12:00:00,6,1,,,,,v,
2176,透過損益按公允價值衡量之金融資產,6123,3,WF20200602001,18,2020/6/2 上午 12:00:00,6,1,,,,,v,
2177,透過損益按公允價值衡量之金融資產,1122,4,WF20200602001,111,2020/6/2 上午 12:00:00,6,1,,,,,v,
2178,透過損益按公允價值衡量之金融資產,1121,5,WF20200602001,6282,2020/6/2 上午 12:00:00,6,2,,,,,v,
2179,透過損益按公允價值衡量之金融資產,7161,6,WF20200602001,149,2020/6/2 上午 12:00:00,6,2,,,,,v,
2180,透過損益按公允價值衡量之金融資產,1113,1,WF20200602002,6747,2020/6/2 上午 12:00:00,6,1,,,,,v,
2181,透過損益按公允價值衡量之金融資產,7243,2,WF20200602002,20,2020/6/2 上午 12:00:00,6,1,,,,,v,
2182,透過損益按公允價值衡量之金融資產,6123,3,WF20200602002,38,2020/6/2 上午 12:00:00,6,1,,,,,v,
2183,透過損益按公允價值衡量之金融資產,1122,4,WF20200602002,124,2020/6/2 上午 12:00:00,6,1,,,,,v,
2186,透過損益按公允價值衡量之金融資產-資卷利息,7151,5,WF20200602002,15,2020/6/2 上午 12:00:00,6,1,,,,,v,
2184,透過損益按公允價值衡量之金融資產,1121,6,WF20200602002,6747,2020/6/2 上午 12:00:00,6,2,,,,,v,
2185,透過損益按公允價值衡量之金融資產,7161,7,WF20200602002,197,2020/6/2 上午 12:00:00,6,2,,,,,v,
2139,6月份office365,6112,1,WF20200603001,285,2020/6/3 上午 12:00:00,6,1,,V,,,,
2140,6月份office365,6123,2,WF20200603001,14,2020/6/3 上午 12:00:00,6,1,,V,,,,
2141,6月份office365,1113,3,WF20200603001,299,2020/6/3 上午 12:00:00,6,2,,V,,,,
2203,薪資發放,2191,1,WF20200603002,31086,2020/6/3 上午 12:00:00,6,1,,,,,,
2204,薪資發放,1113,2,WF20200603002,31086,2020/6/3 上午 12:00:00,6,2,,,,,,
2187,透過損益按公允價值衡量之金融資產,1113,1,WF20200604001,50735,2020/6/4 上午 12:00:00,6,1,,,,,v,
2188,透過損益按公允價值衡量之金融資產,7243,2,WF20200604001,174,2020/6/4 上午 12:00:00,6,1,,,,,v,
2189,透過損益按公允價值衡量之金融資產,6123,3,WF20200604001,367,2020/6/4 上午 12:00:00,6,1,,,,,v,
2190,透過損益按公允價值衡量之金融資產,1122,4,WF20200604001,1801,2020/6/4 上午 12:00:00,6,1,,,,,v,
2193,透過損益按公允價值衡量之金融資產,7151,5,WF20200604001,224,2020/6/4 上午 12:00:00,6,1,,,,,v,
2191,透過損益按公允價值衡量之金融資產,1121,6,WF20200604001,50735,2020/6/4 上午 12:00:00,6,2,,,,,v,
2192,透過損益按公允價值衡量之金融資產,7161,7,WF20200604001,2566,2020/6/4 上午 12:00:00,6,2,,,,,v,
2194,透過損益按公允價值衡量之金融資產,1113,1,WF20200605001,35692,2020/6/5 上午 12:00:00,6,1,,,,,v,
2195,透過損益按公允價值衡量之金融資產,7243,2,WF20200605001,51,2020/6/5 上午 12:00:00,6,1,,,,,v,
2196,透過損益按公允價值衡量之金融資產,6123,3,WF20200605001,107,2020/6/5 上午 12:00:00,6,1,,,,,v,
2197,透過損益按公允價值衡量之金融資產,1122,4,WF20200605001,1987,2020/6/5 上午 12:00:00,6,1,,,,,v,
2198,透過損益按公允價值衡量之金融資產,1121,5,WF20200605001,35692,2020/6/5 上午 12:00:00,6,2,,,,,v,
2199,透過損益按公允價值衡量之金融資產,7161,6,WF20200605001,2145,2020/6/5 上午 12:00:00,6,2,,,,,v,
2200,業主短期融資-週轉投資-補償金-,1584,1,WF20200605002,41504,2020/6/5 上午 12:00:00,6,1,,,,,,
2202,6/5 薪資發放,2191,2,WF20200605002,496,2020/6/5 上午 12:00:00,6,1,,,,,,
2201,業主短期融資-週轉投資-補償金-薪資發放,1113,3,WF20200605002,42000,2020/6/5 上午 12:00:00,6,2,,,,,,
2160,0606--安全立扇--調節辦公溫度,6134,1,WF20200606001,499,2020/6/6 上午 12:00:00,6,1,,v,,,,
2161,0606--安全立扇--調節辦公溫度,6123,2,WF20200606001,25,2020/6/6 上午 12:00:00,6,1,,v,,,,
2162,0606--安全立扇--調節辦公溫度,1113,3,WF20200606001,524,2020/6/6 上午 12:00:00,6,2,,v,,,,
2148,6月份薪資支出,2171,1,WF20200610001,2474,2020/6/10 上午 12:00:00,6,1,,,,,,
2150,6月份薪資支出,1113,3,WF20200610001,2474,2020/6/10 上午 12:00:00,6,2,,,,,,
2151,6月份勞健保支出,6111,1,WF20200610002,2328,2020/6/10 上午 12:00:00,6,1,,,,,,
2152,6月份勞健保支出,1281,2,WF20200610002,2328,2020/6/10 上午 12:00:00,6,2,,,,,,
2153,6月份業務支出,6111,1,WF20200610003,747,2020/6/10 上午 12:00:00,6,1,,,,,,
2156,6月份業務支出,1261,2,WF20200610003,747,2020/6/10 上午 12:00:00,6,2,,,,,,
2205,手續費折讓,1113,1,WF20200612001,183,2020/6/12 上午 12:00:00,6,1,,,,,,v
2207,年度利息收入,1113,1,WF20200612001,1,2020/6/12 上午 12:00:00,6,1,,,,,,v
2206,手續費折讓,7236,2,WF20200612001,183,2020/6/12 上午 12:00:00,6,2,,,,,,v
2208,年度利息收入,7111,2,WF20200612001,1,2020/6/12 上午 12:00:00,6,2,,,,,,v
2157,0613--油單,6114,1,WF20200613001,101,2020/6/13 上午 12:00:00,6,1,,v,,,,
2158,0613--油單,6123,2,WF20200613001,5,2020/6/13 上午 12:00:00,6,1,,v,,,,
2159,0613--油單,1113,3,WF20200613001,106,2020/6/13 上午 12:00:00,6,2,,v,,,,
2136,6月份郵電費,6116,1,WF20200616001,649,2020/6/16 上午 12:00:00,6,1,,v,,,,
2137,6月份郵電費,6123,2,WF20200616001,32,2020/6/16 上午 12:00:00,6,1,,v,,,,
2138,6月份郵電費,1113,3,WF20200616001,681,2020/6/16 上午 12:00:00,6,2,,v,,,,
2163,0629--公司金融證卷戶被鎖-金融評議-郵局掛號,6134,1,WF20200629001,44,2020/6/29 上午 12:00:00,6,1,,v,,,,
2164,0629--公司金融證卷戶被鎖-金融評議-郵局掛號,1113,2,WF20200629001,44,2020/6/29 上午 12:00:00,6,2,,v,,,,
2142,6月份薪資,6111,1,WF20200630001,31582,2020/6/30 上午 12:00:00,6,1,,,,,,
2143,6月份勞健保,1281,2,WF20200630001,2328,2020/6/30 上午 12:00:00,6,1,,,,,,
2144,6月份保險費,6120,3,WF20200630001,2474,2020/6/30 上午 12:00:00,6,1,,,,,,
2145,6月份業務支出,1261,4,WF20200630001,890,2020/6/30 上午 12:00:00,6,1,,,,,,
2146,6月份薪資,2171,5,WF20200630001,2474,2020/6/30 上午 12:00:00,6,2,,,,,,
2147,6月份薪資,2191,6,WF20200630001,34800,2020/6/30 上午 12:00:00,6,2,,,,,,
2209,7月份office,6112,1,WF20200701001,500,2020/7/1 上午 12:00:00,7,1,,,,,,
2210,7月份office,1262,2,WF20200701001,500,2020/7/1 上午 12:00:00,7,2,,,,,,
2211,7月份預付投資、最新消息媒體費,6134,1,WF20200701002,510,2020/7/1 上午 12:00:00,7,1,,,,,,
2212,7月份預付投資、最新消息媒體費,1262,2,WF20200701002,510,2020/7/1 上午 12:00:00,7,2,,,,,,
2234,油單,6114,1,WF20200701003,110,2020/7/1 上午 12:00:00,7,1,,v,,,,
2235,油單,6123,2,WF20200701003,6,2020/7/1 上午 12:00:00,7,1,,v,,,,
2236,油單,1113,3,WF20200701003,116,2020/7/1 上午 12:00:00,7,2,,v,,,,
2216,7月份office365,6112,1,WF20200702001,285,2020/7/2 上午 12:00:00,7,1,,V,,,,
2217,7月份office365,6123,2,WF20200702001,14,2020/7/2 上午 12:00:00,7,1,,V,,,,
2218,7月份office365,1113,3,WF20200702001,299,2020/7/2 上午 12:00:00,7,2,,V,,,,
2237,停車費-工總智慧醫學會議,6134,1,WF20200704001,29,2020/7/4 上午 12:00:00,7,1,,,,,,
2238,停車費-工總智慧醫學會議,6123,2,WF20200704001,1,2020/7/4 上午 12:00:00,7,1,,,,,,
2239,停車費-工總智慧醫學會議,1113,3,WF20200704001,30,2020/7/4 上午 12:00:00,7,2,,,,,,
2213,7月份郵電費,6116,1,WF20200706001,2410,2020/7/6 上午 12:00:00,7,1,,v,,,,
2214,7月份郵電費,6123,2,WF20200706001,121,2020/7/6 上午 12:00:00,7,1,,v,,,,
2215,7月份郵電費,1113,3,WF20200706001,2531,2020/7/6 上午 12:00:00,7,2,,v,,,,
2230,7月份業務支出,6111,1,WF20200706002,890,2020/7/6 上午 12:00:00,7,1,,v,,,,
2231,7月份業務支出,6123,2,WF20200706002,44,2020/7/6 上午 12:00:00,7,1,,v,,,,
2232,7月份業務支出,1113,3,WF20200706002,44,2020/7/6 上午 12:00:00,7,2,,v,,,,
2233,7月份業務支出,1261,4,WF20200706002,890,2020/7/6 上午 12:00:00,7,2,,v,,,,
2240,金融評議公文申訴-郵費,6134,1,WF20200706003,60,2020/7/6 上午 12:00:00,7,1,,,,,,
2241,金融評議公文申訴-郵費,1113,2,WF20200706003,60,2020/7/6 上午 12:00:00,7,2,,,,,,
2225,7月份薪資支出,2171,1,WF20200710001,2474,2020/7/10 上午 12:00:00,7,1,,,,,,
2226,7月份薪資支出,2191,2,WF20200710001,34800,2020/7/10 上午 12:00:00,7,1,,,,,,
2227,7月份薪資支出,1113,3,WF20200710001,37274,2020/7/10 上午 12:00:00,7,2,,,,,,
2228,7月份勞健保支出,6111,1,WF20200710002,2328,2020/7/10 上午 12:00:00,7,1,,,,,,
2229,7月份勞健保支出,1281,2,WF20200710002,2328,2020/7/10 上午 12:00:00,7,2,,,,,,
2242,油單,6114,1,WF20200711001,48,2020/7/11 上午 12:00:00,7,1,,,,,,
2243,油單,6123,2,WF20200711001,2,2020/7/11 上午 12:00:00,7,1,,,,,,
2244,油單,1113,3,WF20200711001,50,2020/7/11 上午 12:00:00,7,2,,,,,,
2259,0713-手續費收入,1113,1,WF20200713001,24,2020/7/13 上午 12:00:00,7,1,,,,,,v
2260,0713-手續費收入,7243,2,WF20200713001,24,2020/7/13 上午 12:00:00,7,2,,,,,,v
2245,油單,6112,1,WF20200715001,48,2020/7/15 上午 12:00:00,7,1,,,,,,
2246,油單,6123,2,WF20200715001,2,2020/7/15 上午 12:00:00,7,1,,,,,,
2247,油單,1113,3,WF20200715001,50,2020/7/15 上午 12:00:00,7,2,,,,,,
2248,油單,6114,1,WF20200719001,112,2020/7/19 上午 12:00:00,7,1,,,,,,
2249,油單,6123,2,WF20200719001,6,2020/7/19 上午 12:00:00,7,1,,,,,,
2250,油單,1113,3,WF20200719001,118,2020/7/19 上午 12:00:00,7,2,,,,,,
2251,手機充電線-HTC-TypeC,6134,1,WF20200722001,112,2020/7/22 上午 12:00:00,7,1,,,,,,
2252,手機充電線-HTC-TypeC,6123,2,WF20200722001,6,2020/7/22 上午 12:00:00,7,1,,,,,,
2253,手機充電線-HTC-TypeC,1113,3,WF20200722001,118,2020/7/22 上午 12:00:00,7,2,,,,,,
2254,金融評議-評議會申請,6134,1,WF20200723001,36,2020/7/23 上午 12:00:00,7,1,,,,,,
2255,金融評議-評議會申請,1113,2,WF20200723001,36,2020/7/23 上午 12:00:00,7,2,,,,,,
2256,油單,6114,1,WF20200729001,48,2020/7/29 上午 12:00:00,7,1,,,,,,
2257,油單,6123,2,WF20200729001,2,2020/7/29 上午 12:00:00,7,1,,,,,,
2258,油單,1113,3,WF20200729001,50,2020/7/29 上午 12:00:00,7,2,,,,,,
2219,7月份薪資,6111,1,WF20200731001,31269,2020/7/31 上午 12:00:00,7,1,,,,,,
2220,7月份勞健保,1281,2,WF20200731001,2328,2020/7/31 上午 12:00:00,7,1,,,,,,
2221,7月份保險費,6120,3,WF20200731001,2474,2020/7/31 上午 12:00:00,7,1,,,,,,
2222,7月份業務支出,1261,4,WF20200731001,1203,2020/7/31 上午 12:00:00,7,1,,,,,,
2223,7月份薪資,2171,5,WF20200731001,2474,2020/7/31 上午 12:00:00,7,2,,,,,,
2224,7月份薪資,2191,6,WF20200731001,34800,2020/7/31 上午 12:00:00,7,2,,,,,,
2261,8月份office,6112,1,WF20200801001,500,2020/8/1 上午 12:00:00,8,1,,,,,,
2262,8月份office,1262,2,WF20200801001,500,2020/8/1 上午 12:00:00,8,2,,,,,,
2263,8月份預付投資、最新消息媒體費,6134,1,WF20200801002,510,2020/8/1 上午 12:00:00,8,1,,,,,,
2264,8月份預付投資、最新消息媒體費,1262,2,WF20200801002,510,2020/8/1 上午 12:00:00,8,2,,,,,,
2268,8月份office365,6112,1,WF20200802001,285,2020/8/2 上午 12:00:00,8,1,,V,,,,
2269,8月份office365,6123,2,WF20200802001,14,2020/8/2 上午 12:00:00,8,1,,V,,,,
2270,8月份office365,1113,3,WF20200802001,299,2020/8/2 上午 12:00:00,8,2,,V,,,,
2286,油單,6114,1,WF20200804001,48,2020/8/4 上午 12:00:00,8,1,,v,,,,
2287,油單,6123,2,WF20200804001,2,2020/8/4 上午 12:00:00,8,1,,v,,,,
2288,油單,1113,3,WF20200804001,50,2020/8/4 上午 12:00:00,8,2,,v,,,,
2299,有線電視-投資、時事取得,1262,1,WF20200805001,1530,2020/8/5 上午 12:00:00,8,1,,v,,,,
2300,有線電視-投資、時事取得,1113,2,WF20200805001,1530,2020/8/5 上午 12:00:00,8,2,,v,,,,
2289,金漾獎會議-停車費用,6134,1,WF20200812001,19,2020/8/12 上午 12:00:00,8,1,,v,,,,
2290,金漾獎會議-停車費用,6123,2,WF20200812001,1,2020/8/12 上午 12:00:00,8,1,,v,,,,
2291,金漾獎會議-停車費用,1113,3,WF20200812001,20,2020/8/12 上午 12:00:00,8,2,,v,,,,
2277,8月份薪資支出,2171,1,WF20200814001,2474,2020/8/14 上午 12:00:00,8,1,,,,,,
2278,8月份薪資支出,2191,2,WF20200814001,34800,2020/8/14 上午 12:00:00,8,1,,,,,,
2279,8月份薪資支出,1113,3,WF20200814001,37274,2020/8/14 上午 12:00:00,8,2,,,,,,
2280,8月份勞健保支出,6111,1,WF20200814002,2328,2020/8/14 上午 12:00:00,8,1,,,,,,
2281,8月份勞健保支出,1281,2,WF20200814002,2328,2020/8/14 上午 12:00:00,8,2,,,,,,
2282,8月份業務支出,6111,1,WF20200814003,1203,2020/8/14 上午 12:00:00,8,1,v,,,,,
2283,8月份業務支出,6123,2,WF20200814003,60,2020/8/14 上午 12:00:00,8,1,v,,,,,
2284,8月份業務支出,1113,3,WF20200814003,1203,2020/8/14 上午 12:00:00,8,2,v,,,,,
2285,8月份業務支出,1261,4,WF20200814003,60,2020/8/14 上午 12:00:00,8,2,v,,,,,
2313,業主購買股本,1113,2,WF20200814004,31269,2020/8/14 上午 12:00:00,8,1,,,,,,v
2312,業主購買股本,3113,1,WF20200814004,31269,2020/8/14 上午 12:00:00,8,2,,,,,,v
2309,8月份市話及網路費,6116,1,WF20200817001,650,2020/8/17 上午 12:00:00,8,1,v,,,,,
2310,8月份市話及網路費,6123,2,WF20200817001,32,2020/8/17 上午 12:00:00,8,1,v,,,,,
2311,8月份市話及網路費,1113,3,WF20200817001,682,2020/8/17 上午 12:00:00,8,2,v,,,,,
2304,台中大學校部-國發創業天使辦公室-停車費,6134,1,WF20200819001,19,2020/8/19 上午 12:00:00,8,1,,v,,,,
